Tipo de paro;STATUS;Equipo ;Area que presenta la falla;Componente del area del equipo que presenta falla;Descripción breve ;Descripcion larga;Descubrimiento de la Falla;Síntoma de la falla;IMPacto de la falla;Tipo de falla;Causa de la falla;"Hora del INICIO del trabajo
";"Hora de FINALIZACIÓN del trabajo
";Duracion de trabajo;Nombre del equipo nuevo;Código del componente;HORA INICIO;HORA FIN;WEEK;DAY;Cantidad de tecnicos;Horas hombre;;;
Preoperativo;Operativa;Mobile Harbour Crane - 11;Spreader Control [MHC05.29];Spreader Control [MHC05.29];Preoperativo;se realiza el Preoperativo de la grua y el spreader 19, tener en cuenta que en esta ultimo, durante la revision se encontro importantes fisuras en las soldaduras.;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;11:05:00;13:22:00;2,28;MHC05_;MHC05.29;viernes, 16 de junio de 2023;viernes, 16 de junio de 2023;24;16;2;4,566666667;;;
MC;Seguimiento;Empty Handler - 44;Powertrain [EH01.24];Powertrain-Service Brake;normalizacion de manguera de frenos;Se realiza el repaso d elas rosca y se coloca el racor, luego se conectan las manguera se prueba y no hay perdidas, se lavo la maquina completamente y continuaban colocandoles faros de luces rotos y emprolijando el cableado;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;08:15:00;14:00:00;5,75;EH01_;#N/A;viernes, 16 de junio de 2023;viernes, 16 de junio de 2023;24;16;2;11,5;;;
MC;No operat.;Reach Stacker - 41;Hydraulic System [RS06.15];Hydraulic System [RS06.15];falla elecavacion del boom;Se reviso la maquina antes de darla operativa y la falla percistia, se continua revisando los bloques hidraulicos y aun la falla persiste+J3901:P3904;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;08:49:00;14:00:00;5,18;RS06_;RS06.15;viernes, 16 de junio de 2023;viernes, 16 de junio de 2023;24;16;2;10,36666667;;;
MP;Operativa;Mobile Harbour Crane - 08;LV/Power System [MHC02.04];LV/Power System [MHC02.04];MP;Se realiza MP, se liMPia el area del diesel incluyendo las bandejas;103 MANTENIMIENTO;699 No aplica;203 IMPacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;06:00:00;14:00:00;8,00;MHC02_;MHC02.04;viernes, 16 de junio de 2023;viernes, 16 de junio de 2023;24;16;2;16;;;
MC;No operat.;Rubber Tyred Gantry Crane - K26;Powertrain [RTG06.24];Powertrain-Main Engine (1) [RTG06.24.600];continuacion de puesta en marcha;Se continua trabajando en el arranque de la maquina, ya funciona el generador se continuo realizando tareas en los buguie Se conecta tubo de filtro de aire hacia turbo. Se realiza conexión de caja de terminales de generador. Se prende equipo. Generador funcionando correctamente. Se colocan tapa de lateral izquierdo de sala de motor. Se colocan puertas. Se levanta térmica de circuito breaker. Se revisa en pantalla de sala electrica fallas de equipo. Durante la revision se encontraron cables del bugui #3 cortados se debera hacer esa reparacion;103 MANTENIMIENTO;612 Desgaste;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;06:00:00;14:00:00;8,00;RTG06_;RTG06.24.600;viernes, 16 de junio de 2023;viernes, 16 de junio de 2023;24;16;2;16;;;
MC;No operat.;Rubber Tyred Gantry Crane - K20;Powertrain [RTG06.24];Powertrain-Main Engine (1) [RTG06.24.600];mejora del arranque de la maquina;Se continua revisando el sistema del cableado para normalizar el arranque de la k20, pero se tuvo que parar la actividad y disponer del tecnico para la k 26 ;103 MANTENIMIENTO;612 Desgaste;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;10:00:00;10:50:00;0,83;RTG05_;RTG06.24.600;viernes, 16 de junio de 2023;viernes, 16 de junio de 2023;24;16;1;0,833333333;;;
BD;No operat.;Reach Stacker - 40;Steering [RS05.47];Steering [RS05.47];Fuga hidráulica;Se observa fuga en sector bajo cabina;102 OPERACIONES;607 Fuga;202 Impacto en medio ambiente;301 Falla Mecánica;404 Relacionado a Mantenimiento;15:30:00;15:40:00;0,17;RS05_;RS05.47;viernes, 16 de junio de 2023;viernes, 16 de junio de 2023;24;16;2;0,333333333;;;
BD;No operat.;Reach Stacker - 43;Lifting System [RS08.27];Lifting System-Encod./Limit Sw./Sens. [RS08.27.139];Sobre carga;Se observa sobrecarga. Se trae equipo al taller para revisión.;102 OPERACIONES;601 Paro;203 Impacto Operacional;303 Falla de Control;404 Relacionado a Mantenimiento;15:40:00;15:50:00;0,17;RS08_;RS08.27.139;viernes, 16 de junio de 2023;viernes, 16 de junio de 2023;24;16;2;0,333333333;;;
AO;Operativa;Rubber Tyred Gantry Crane - K11;Rubber Tyred Gantry Crane - 02 [RTG02];Rubber Tyred Gantry Crane - 02 [RTG02];APAGADO DRIVERS;Se reinicia equipo y queda operativa.;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;20:10:00;20:25:00;0,25;RTG02_;#N/A;viernes, 16 de junio de 2023;viernes, 16 de junio de 2023;24;16;2;0,5;;;
AO;Operativa;Rubber Tyred Gantry Crane - K16;Rubber Tyred Gantry Crane - 03 [RTG03];Rubber Tyred Gantry Crane - 03 [RTG03];APAGADO DRIVERS;Se reinicia equipo y queda operativa.;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;20:30:00;20:35:00;0,08;RTG03_;#N/A;viernes, 16 de junio de 2023;viernes, 16 de junio de 2023;24;16;2;0,166666667;;;
AO;Operativa;Rubber Tyred Gantry Crane - K28;Gantry [RTG09.07];Gantry-Wheel Turning System [RTG09.07.612];Equipo no traslada;Se asiste en cruce debido a falla en boggie;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;20:55:00;21:16:00;0,35;RTG09_;RTG09.07.612;viernes, 16 de junio de 2023;viernes, 16 de junio de 2023;24;16;2;0,7;;;
MC;Operativa;Empty Handler - 44;Powertrain [EH01.24];Powertrain-Engine-Cooling System;Pérdida de refrigerante;Se observa pérdida de refrigerante. Se reemplaza manguera dañada. Se completa nivel. Se reparan ambos guardabarros delanteros. Se colocan teclas faltantes de control. Pendiente reparar fuga por sello cilindro extensión spreader lado derecho, reemplazo de luminaria de stop derecha, ;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;15:00:00;20:00:00;5,00;EH01_;#N/A;viernes, 16 de junio de 2023;viernes, 16 de junio de 2023;24;16;2;10;;;
MC;Operativa;Rubber Tyred Gantry Crane - K26;Powertrain [RTG06.24];Powertrain-Main Engine (1)-Main Engine [RTG06.24.600.199];puesta en marcha de motor diesel;Se completa la puesta en marcha de motor diesel. Se realiza prueba por 2 horas y no arroja falla. No hay fugas de fluidos. Se observa corrugado de cables de boggie 1 dañados, pero no afectan a la operación, deberá programarse su reemplazo.;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;14:00:00;22:00:00;8,00;RTG06_;RTG06.24.600.199;viernes, 16 de junio de 2023;viernes, 16 de junio de 2023;24;16;2;16;;;
MC;No operat.;Reach Stacker - 40;Steering [RS05.47];Steering [RS05.47];Fuga hidráulica;Personal de la guardia detecta la fuga en manguera de orbitrol que va por cadena. Pendiente reemplazo de esta para eliminar pérdida.;103 MANTENIMIENTO;607 Fuga;202 Impacto en medio ambiente;301 Falla Mecánica;404 Relacionado a Mantenimiento;15:50:00;16:00:00;0,17;RS05_;RS05.47;viernes, 16 de junio de 2023;viernes, 16 de junio de 2023;24;16;2;0,333333333;;;
MC;Operativa;Mobile Harbour Crane - 11;Main Structure [MHC05.03];Main Structure-Stair/Ladder/Walkw/Platf. [MHC05.03.309];Plataforma acceso dañada;Personal de MIG realiza instalación de plataforma de acceso a grúa. Se repara pata dañada. Equipo queda con borne desconectado.;103 MANTENIMIENTO;609 Roto/doblado;201 Impacto en seguridad;302 Falla Estructural;403 Daño;14:00:00;18:00:00;4,00;MHC05_;MHC05.03.309;viernes, 16 de junio de 2023;viernes, 16 de junio de 2023;24;16;3;12;;;
AO;No operat.;Reach Stacker - 42;Spreader Comp. [RS07.14];Spreader Comp.-Twistlock System [RS07.14.345];falla trabado de contenedor;Personal de la guardia asiste al operador para destrabar spreader por mala maniobra. ;102 OPERACIONES;601 Paro;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;21:55:00;22:00:00;0,08;RS07_;RS07.14.345;viernes, 16 de junio de 2023;viernes, 16 de junio de 2023;24;16;3;0,25;;;
AO;Operativa;Reach Stacker - 42;Other [RS07.99];Other [RS07.99];paro;se logueo correctamente;102 OPERACIONES;601 Paro;203 Impacto Operacional;305  Falla Civil;;23:20:00;23:45:00;0,42;RS07_;RS07.99;viernes, 16 de junio de 2023;viernes, 16 de junio de 2023;24;17;4;1,666666667;;;
AO;Operativa;Rubber Tyred Gantry Crane - K02;Control System [RTG03.02];Control System-PLC [RTG03.02.259];paro;se reseteo;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;;22:24:00;22:35:00;0,18;RTG01_;RTG03.02.259;viernes, 16 de junio de 2023;viernes, 16 de junio de 2023;24;17;1;0,183333333;;;
AO;Operativa;Rubber Tyred Gantry Crane - K16;Control System [RTG03.02];Control System-PLC [RTG03.02.259];parp;se reseteo;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;;22:45:00;23:22:00;0,62;RTG03_;RTG03.02.259;viernes, 16 de junio de 2023;viernes, 16 de junio de 2023;24;17;1;0,616666667;;;
MC;No operat.;Rubber Tyred Gantry Crane - K20;LV/Power System [RTG05.04];LV/Power System [RTG05.04];mejora del arranque de la maquina;se continua con revisando el sistema de cableado para normalizar el arranque. Se fabrican y cambian cables de bateria,se midieron cables de tablero y modulo, se cambio temporizador pero sin poder encontrar solucion al problema. Se debe continuar buscando el problema;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;;23:00:00;07:00:00;8,00;RTG05_;RTG05.04;viernes, 16 de junio de 2023;viernes, 16 de junio de 2023;24;17;2;16;;;
MC;No operat.;Reach Stacker - 40;Hydraulic System [RS05.15];Hydraulic System-Hose/Pipe [RS05.15.198];perdida de aceite a presion;se desarma manguera de orbitrol, no hay repuesto de manguera armada ni conectores para armar. Se indica pedir manguera según muestra y algunos terminales para armar otra ante algun imprevisto. Queda maquina fuera de servicio hasta q traigan la manguera y armar;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;301 Falla Mecánica;;23:00:00;04:00:00;5,00;RS05_;RS05.15.198;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;17;4;20;;;
BD;Operativa;Reach Stacker - 42;Control System [RS07.02];Control System-Transmission Controller [RS07.02.630];no anda marcha atrás;se cambia palanca de marcha;102 OPERACIONES;601 Paro;203 Impacto Operacional;303 Falla de Control;;23:45:00;00:25:00;0,67;RS07_;RS07.02.630;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;17;4;2,666666667;;;
MP;No operat.;Forklift - 501;Forklift - 10 [FL10];Forklift - 10 [FL10];MP ;se comienza con MP.quedan items pendientes;103 MANTENIMIENTO;601 Paro;203 IMPacto Operacional;399  No hay falla;;04:00:00;07:00:00;3,00;FL10_;#N/A;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;17;2;6;;;
MC;No operat.;Rubber Tyred Gantry Crane - K20;Powertrain [RTG05.24];Powertrain-Main Engine (1)-Engine Control [RTG05.24.600.205];GESTION MOTOR CON AVERIA;BUSQUEDA DE FALLA EN EL ARNES DE GESTION DEL MOTOR;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;403 Daño;07:00:00;14:00:00;7,00;RTG05_;RTG05.24.600.205;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;17;1;7;;;
MC;No operat.;Rubber Tyred Gantry Crane - K26;Powertrain [RTG06.24];Powertrain-Main Engine (1)-Engine Control [RTG06.24.600.205];REEMPLAZO MOTOR- GENERADOR;REALIZANDO LA PUESTA EN MARCHA CON LOS SISTEMAS DE SEGURIDAD.;103 MANTENIMIENTO;601 Paro;203 IMPacto Operacional;301 Falla Mecánica;403 Daño;07:00:00;14:00:00;7,00;RTG06_;RTG06.24.600.205;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;17;2;14;;;
MC;Seguimiento;Reach Stacker - 41;Control System [RS06.02];Control System-CAN-Bus [RS06.02.076];FALLA ELEVACION;DIAGNOSTICO DE FALLA-ELEVACION LENTA.;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;403 Daño;10:00:00;14:00:00;4,00;RS06_;RS06.02.076;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;17;3;12;;;
MP;No operat.;Forklift - 104;Forklift - 04 [FL04];Forklift - 04 [FL04];MP ;PARADA PROGRAMADA DE MANTENIMIENTO PREVENTIVO- NO REALIZADO;;;;;;;;;FL04_;#N/A;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;17;0;0;;;
MP;No operat.;Forklift - 108;Forklift - 08 [FL08];Forklift - 08 [FL08];MP ;PARADA PROGRAMADA DE MANTENIMIENTO PREVENTIVO- NO REALIZADO;;;;;;;;;FL08_;#N/A;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;17;0;0;;;
BD;Seguimiento;Reach Stacker - 43;Powertrain [RS08.24];Powertrain-Engine-Engine Control [RS08.24.141.205];CABLEADO ;ARNES MOTOR Y OTROS DETERIORADO-GESTIONAR REEMPLAZO;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;403 Daño;06:50:00;07:05:00;0,25;RS08_;RS08.24.141.205;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;17;2;0,5;;;
BD;Operativa;Rubber Tyred Gantry Crane - K3;Control System [RTG07.02];Control System-Camera System-Controller [RTG07.02.073.616];SOLTO CAMARA ;SE CAYO UNA CAMARA LADO CIEGO-CON PERSONAL PROPIO SE SUJETO PROVISORIAMENTE-SOLICITAMOS ASISTENCIA A JPH;103 MANTENIMIENTO;609 Roto/doblado;203 Impacto Operacional;;;;;;RTG07_;RTG07.02.073.616;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;17;2;0;;;
BD;Seguimiento;Mobile Harbour Crane - 11;Powertrain [MHC05.24];Powertrain-Engine-Oil System [MHC05.24.141.201];EXCESIVA PERDIDA DE ACEITE MOTOR;GENERADO GEMBA FIRE-EXCESIVA PERDIDA DE ACEITE MOTOR Y REFRIGERANTE-SE REPUSO 20 LTS ACEITE DE MOTOR-20LTS ACEITE REFRIGERANTE.;103 MANTENIMIENTO;607 Fuga;203 Impacto Operacional;301 Falla Mecánica;403 Daño;10:05:00;14:00:00;3,92;MHC05_;MHC05.24.141.201;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;17;2;7,833333333;;;
MC;Operativa;Reach Stacker - 40;Hydraulic System [RS05.15];Hydraulic System-Hose/Pipe [RS05.15.198];Ruptura de manguera del orbitrol;Se ubica la manguera dañada se compara con una que estaba ya armada dentro del pañol, pero era muy larga se ubica un conector a 45° debido a que no habia conectores recto, se evalua las posibilidades de hacer la adaptacion y se confirma que es viable, se decide cortar un extremo de la manguera que ya estaba armada, y se arma el otro extremo con el codo de 45°, se realiza la instalacion se prueba y queda operativa, adicional a eso se completaron fluidos hidraulico y aceite de motor y transmision.;103 MANTENIMIENTO;609 Roto/doblado;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;07:35:00;09:43:00;2,13;RS05_;RS05.15.198;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;17;3;6,4;;;
MC;No operat.;Reach Stacker - 41;Hydraulic System [RS06.15];Hydraulic System-Block-Main Control [RS06.15.037.644];Falla Elevacion;Se procede a realizar desmontaje del bloque principal de elevacion y extension, se desarma y se encuentra uno de los eje vastago de valvula que se encuentra clavado y el otro entra y sale con facilidad, se logra sacar el vastago y el mismo tiene rebaba, se procede a reemplazar bloque principal completa se realiza montaje del mismo quedando pendiente conectar algunas mangueras, de las cuales se reemplazaran 3 que ya fueron fabricadas.;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;14:00:00;19:00:00;5,00;RS06_;RS06.15.037.644;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;17;3;15;;;
MC;No operat.;Rubber Tyred Gantry Crane - K26;Gantry [RTG06.07];Gantry-Anti-Collis Crane-Crane-P003 [RTG06.07.013.P003];Prueba de Funcioanmiento del equipo;Se realiza prueba de funcionamiento y el operador indica que esta activado el sensor ultrasonico B, se proece a revisar y regular y el mismo continua informando que no deja trasladar debido al mismo sensor, se informa que traslade hacia el otro lado e informa que esta accionado tambien el sensor D, se revisa en sale electrica y se encuentra que la señales de activacion estaban invertidas, en los 4 sensores ultrasonicos, se procede a corregir, se prueba funcioanmiento quedando ok, se realiza prueba de cruce de booguie y el booguie el locking pin sube pero al intentar bajar no baja, al motor le llega alimentacion pero el mismo no realiza movimiento y se recalienta, posiblemente se daño el mecanismo o el motor.;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;15:00:00;19:00:00;4,00;RTG06_;RTG06.07.013.P003;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;17;2;8;;;
MC;Operativa;Rubber Tyred Gantry Crane - K11;Powertrain [RTG02.24];Powertrain-Main Engine (1) [RTG02.24.600];LiMPieza de derrame de aceite y refrigerante;Se realiza liMPieza de motor, se realiza reeMPlazo de la bomba de llenado de refrigerante debido a que la misma estaba fugando generando la perdida.;;;;;;;;;RTG02_;RTG02.24.600;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;17;1;0;;;
FR;;Rubber Tyred Gantry Crane - K28;Climate Control System [RTG09.17];Climate Control System [RTG09.17];No esta funcionando la calefaccion de cabina.;Programar con Bioclima revision de la calefaccion a peticion de operaciones, debido a que la misma no esta funcionando;102 OPERACIONES;602 Pérdida de desempeño;;;404 Relacionado a Mantenimiento;;;;RTG09_;#N/A;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;17;0;0;;;
FR;;Mobile Harbour Crane - 09;Other [MHC03.99];Other-Fire Detection System [MHC03.99.151];Continua falla de encendido de sistema contra incendio;Se habia reportado que al apagar la grua el sistema contra incendio no queda encendido y tiraba error general  del sistema contra incendio, ahora directamente el sistema contra incendio no enciende nisiguiera cuando se enciende el motor diesel, se  mide volta delas baterias y estan 24v, se mide fusible en tablero y esta ok, en tablero no se enuentra ninguna termica abajo ni disparada, se mide voltaje a la entrada del cargador de batenia y no estan los 220v, ;;;;;;;;;MHC03_;MHC03.99.151;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;17;0;0;;;
MC;No operat.;Rubber Tyred Gantry Crane - K26;Gantry [RTG06.07];Gantry-Motor-P003 [RTG06.07.233.P003];Revision falla de Locking pin.;Se inicia con el  desmontaje de Motor y mecanismo de locking pin para reemplazar parte dañada del mecanismo que evita el correcto funcionamiento, de igual forma se ubico en pañol mecanismo y motor electrico para su reemplazo ;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;19:30:00;22:00:00;2,50;RTG06_;RTG06.07.233.P003;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;17;3;7,5;;;
MC;Operativa;Spreader - 19;Tower System [SP04.96];Tower System-Gearbox [SP04.96.173];Piñon de reductor sin chaveta;Se procede a realizar el montaje de la chaveta debido a la misma no la tenia y el piñon giraba loco, quedando ok.;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;;404 Relacionado a Mantenimiento;17:00:00;19:00:00;2,00;SP04_;SP04.96.173;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;17;2;4;;;
AO;Operativa;Rubber Tyred Gantry Crane - K28;Gantry [RTG09.07];Gantry-Motor-P004 [RTG09.07.233.P004];Bugguie 4 se quedo trabado en el cruce de calle;Se asiste para mover el booguie 4 desde sale electrica, se corrige quedando ok.;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;;404 Relacionado a Mantenimiento;19:20:00;19:30:00;0,17;RTG09_;RTG09.07.233.P004;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;17;2;0,333333333;;;
AO;Operativa;Reach Stacker - 43;Operator Cabin [RS08.01];Operator Cabin [RS08.01];Logueo;Se procede a Loguear la maquina, ;102 OPERACIONES;601 Paro;203 Impacto Operacional;;404 Relacionado a Mantenimiento;20:40:00;20:50:00;0,17;RS08_;RS08.01;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;17;2;0,333333333;;;
MC;Operativa;Rubber Tyred Gantry Crane - K26;Gantry [RTG06.07];Gantry-Motor-P003 [RTG06.07.233.P003];motor de looking pin booguie 3 no funciona;se cambio motor y reductor de lookimg pin. Se probo varias veces quedando funcionando. Queda maquina con corte de energia .;103 MANTENIMIENTO;699 No aplica;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;18:00:00;03:00:00;9,00;RTG06_;RTG06.07.233.P003;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;18;3;27;;;
MP;Operativa;Forklift - 108;Powertrain [FL08.24];Powertrain-Engine [FL08.24.141];MP;se realiza el MP de 50 hrs de motor coMPleto;103 MANTENIMIENTO;699 No aplica;203 IMPacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;03:00:00;06:00:00;3,00;FL08_;FL08.24.141;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;18;2;6;;;
FR;Operativa;Rubber Tyred Gantry Crane - K26;Main Structure [RTG06.03];Main Structure-Electrical House [RTG06.03.124];parante de puertas flojo;al revisar trabajo correctivo se encuentra parante de puertas de cabina de diesel flojo;103 MANTENIMIENTO;613 Suelto;201 Impacto en seguridad;302 Falla Estructural;404 Relacionado a Mantenimiento;05:50:00;05:51:00;0,02;RTG06_;RTG06.03.124;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;18;1;0,016666667;;;
AO;Operativa;Rubber Tyred Gantry Crane - K28;Control System [RTG09.02];Control System-PLC [RTG09.02.259];no enciende drivers;se resetea apagando y encendiendo el equipo;102 OPERACIONES;601 Paro;203 Impacto Operacional;303 Falla de Control;404 Relacionado a Mantenimiento;22:20:00;22:35:00;0,25;RTG09_;RTG09.02.259;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;18;2;0,5;;;
BD;Operativa;Rubber Tyred Gantry Crane - K16;Main Hoist [RTG03.05];Main Hoist-Load Cell [RTG03.05.217];spreader desnivelado;se nivela spreader lo mas que se puede corrigiendo parametros.ver calibrar celdas de carga urgente y revisar cables aparentemente estirados;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;303 Falla de Control;404 Relacionado a Mantenimiento;23:10:00;23:55:00;0,75;RTG03_;RTG03.05.217;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;18;2;1,5;;;
AO;Operativa;Rubber Tyred Gantry Crane - K31;Control System [RTG10.02];Control System-PLC [RTG10.02.259];se apaga spreader;se resetea apagando y encendiendo el equipo;102 OPERACIONES;601 Paro;203 Impacto Operacional;303 Falla de Control;404 Relacionado a Mantenimiento;00:30:00;00:40:00;0,17;RTG10_;RTG10.02.259;sábado, 17 de junio de 2023;sábado, 17 de junio de 2023;24;18;2;0,333333333;;;
MC;Seguimiento;Reach Stacker - 41;Hydraulic System [RS06.15];Hydraulic System-Block-Main Control [RS06.15.037.644];Continuacion de armado del bloque hidraulico;Se continua con el posicionamiento, del bloque de valvula principal, se conectan las mangueras, posterior a eso se drena todo el aceite se remplazan los filtros hidraulicos, se cambia bloque hidraulico que va en una de la sbombas  se emprolijan todo el cableado electrico de las bobina y se agregan 500l de aceite hidraulico ISO 68, Hay que pedir otro bloque de valvula principal y el boque hidraulico de la bomba porque queda en stock en 0 y evaluar si el bloque que se desmonto se puede enviar a reparacion asi tenerlo de backup;103 MANTENIMIENTO;609 Roto/doblado;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;07:10:00;15:00:00;7,83;RS06_;RS06.15.037.644;domingo, 18 de junio de 2023;domingo, 18 de junio de 2023;24;18;2;15,66666667;;;
AO;Operativa;Rubber Tyred Gantry Crane - K26;Trolley [RTG06.06];Trolley [RTG06.06];prueba de cruce de calle y carrusel;Se realiza la prueba del cruce de calle y carrusel de la maquina se llevo hasta la zona de cruce los booguie giraron sin ningun problemas tanto para la posicion de cruce como para la de carrusel;103 MANTENIMIENTO;699 No aplica;203 Impacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;07:45:00;08:35:00;0,83;RTG06_;RTG06.06;domingo, 18 de junio de 2023;domingo, 18 de junio de 2023;24;18;2;1,666666667;;;
AO;Operativa;Rubber Tyred Gantry Crane - K16;LV/Power System [RTG03.04];LV/Power System-Motor [RTG03.04.233];Equipo no traslada;Se asiste para encender la maquina tiene el motor de arranque con falla, se tuvo que golpear para poder arrancar la maquina, se debera programar el cambio del motor de arranque;103 MANTENIMIENTO;612 Desgaste;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;07:25:00;07:40:00;0,25;RTG03_;RTG03.04.233;domingo, 18 de junio de 2023;domingo, 18 de junio de 2023;24;18;2;0,5;;;
AO;Operativa;Rubber Tyred Gantry Crane - K17;Trolley [RTG04.06];Trolley-Motor [RTG04.06.233];falla giro de los boogui;Se realizan pruebas para verificar el funcionamiento d elos booguie para cruzar de calle y hacer el carrucel, se detecta falla en el boogui #2, f33 de inverter, se hacen mediciones de tension y corriente y tiene unos picos de consumon entre 75-90 amp luego se controla el booguie #3 y se encuentra que hay un desgaste en la rueda motriz la que gira al momento de psocionar el boogui, con respecto a la otra que esta mas alta, se debera rotar las cubiertas se medieron consumo en ese boogui y estan en valores normales, queda remplazar el motor del boogui #2,;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;09:35:00;11:40:00;2,08;RTG04_;RTG04.06.233;domingo, 18 de junio de 2023;domingo, 18 de junio de 2023;24;18;2;4,166666667;;;
AO;Operativa;Rubber Tyred Gantry Crane - K17;LV/Power System [RTG04.04];LV/Power System-Auxiliary Power Supply [RTG04.04.023];Falla de arranque en Diesel;Durante las pruebas de los booguie se detecta que no funciona el Relay Arranque   (la chanchita), se tiene que hacer puente en la misma para poder arrancar el motor, se busca en el pañol pero no hay en stock, esta la PR con la solicitud, se debera acelerar lacompra para poder remplazar la chanchita;103 MANTENIMIENTO;612 Desgaste;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;09:40:00;09:50:00;0,17;RTG04_;RTG04.04.023;domingo, 18 de junio de 2023;domingo, 18 de junio de 2023;24;18;2;0,333333333;;;
